transaction_id,merchant_id,transaction_date,transaction_amount,currency,payment_method,status,failure_reason,country,customer_id
TXN000703,M0049,2024-01-30 6:00:00,355.62,KES,crypto,successful,,Germany,C00311
TXN000704,M0024,2024-01-30 7:00:00,537.54,GBP,mobile_money,refunded,Card expired,Canada,C00689
TXN000705,M0046,2024-01-30 8:00:00,466.49,GBP,credit_card,successful,,Canada,C00851
TXN000706,M0079,2024-01-30 9:00:00,465.84,KES,credit_card,successful,,Nigeria,C00027
TXN000707,M0093,2024-01-30 10:00:00,240.93,USD,credit_card,successful,,UK,C00978
TXN000708,M0024,2024-01-30 11:00:00,514.38,GBP,credit_card,failed,Insufficient funds,Germany,C00791
TXN000709,M0043,2024-01-30 12:00:00,9.02,GBP,bank_transfer,failed,,UK,C00346
TXN000710,M0026,2024-01-30 13:00:00,258.4,KES,mobile_money,successful,,Canada,C00604
TXN000711,M0014,2024-01-30 14:00:00,973.28,NGN,mobile_money,successful,,Germany,C00157
TXN000712,M0083,2024-01-30 15:00:00,73.58,GBP,bank_transfer,successful,,Nigeria,C00108
TXN000713,M0027,2024-01-30 16:00:00,13.62,KES,mobile_money,successful,,Nigeria,C00822
TXN000714,M0030,2024-01-30 17:00:00,25.58,GBP,mobile_money,successful,,Kenya,C00918
TXN000715,M0030,2024-01-30 18:00:00,374.7,EUR,credit_card,successful,,Nigeria,C00761
TXN000716,M0076,2024-01-30 19:00:00,918.41,NGN,credit_card,successful,,Germany,C00075
TXN000717,M0054,2024-01-30 20:00:00,632.7,EUR,credit_card,successful,,Nigeria,C00899
TXN000718,M0015,2024-01-30 21:00:00,640.91,EUR,credit_card,successful,,Nigeria,C00876
TXN000719,M0099,2024-01-30 22:00:00,535.48,EUR,mobile_money,successful,,UK,C00854
TXN000720,M0043,2024-01-30 23:00:00,409.16,USD,bank_transfer,successful,,Germany,C00163
TXN000721,M0045,2024-01-31 0:00:00,584.07,KES,credit_card,successful,,Canada,C00368
TXN000722,M0054,2024-01-31 1:00:00,473.15,USD,crypto,successful,,Canada,C00292
TXN000723,M0088,2024-01-31 2:00:00,494.62,USD,credit_card,successful,,Kenya,C00224
TXN000724,M0091,2024-01-31 3:00:00,515.28,KES,credit_card,successful,,Kenya,C00544
TXN000725,M0045,2024-01-31 4:00:00,916.65,NGN,credit_card,successful,,USA,C00801
TXN000726,M0010,2024-01-31 5:00:00,342.91,KES,crypto,successful,,Canada,C00597
TXN000727,M0059,2024-01-31 6:00:00,557.2,GBP,bank_transfer,successful,,UK,C00036
TXN000728,M0001,2024-01-31 7:00:00,784.52,KES,mobile_money,chargeback,,USA,C00008
TXN000729,M0075,2024-01-31 8:00:00,750.9,EUR,credit_card,successful,,Nigeria,C00149
TXN000730,M0015,2024-01-31 9:00:00,536,GBP,bank_transfer,successful,,USA,C00565
TXN000731,M0036,2024-01-31 10:00:00,794.78,USD,crypto,successful,,USA,C00765
TXN000732,M0035,2024-01-31 11:00:00,277.65,USD,bank_transfer,refunded,,Nigeria,C00121
TXN000733,M0079,2024-01-31 12:00:00,70.7,USD,crypto,successful,,Canada,C00550
TXN000734,M0004,2024-01-31 13:00:00,927.3,EUR,credit_card,refunded,,Canada,C00076
TXN000735,M0046,2024-01-31 14:00:00,740.25,GBP,bank_transfer,chargeback,,Kenya,C00210
TXN000736,M0097,2024-01-31 15:00:00,19.26,NGN,bank_transfer,successful,,Kenya,C00771
TXN000737,M0006,2024-01-31 16:00:00,314.2,KES,crypto,successful,,Germany,C00910
TXN000738,M0055,2024-01-31 17:00:00,138.81,NGN,crypto,successful,,Canada,C00030
TXN000739,M0024,2024-01-31 18:00:00,962.8,KES,credit_card,successful,,USA,C00895
TXN000740,M0048,2024-01-31 19:00:00,986.04,GBP,credit_card,successful,,Kenya,C00379
TXN000741,M0074,2024-01-31 20:00:00,965.86,KES,crypto,successful,,Germany,C00589
TXN000742,M0074,2024-01-31 21:00:00,618.83,KES,bank_transfer,successful,,Germany,C00095
TXN000743,M0002,2024-01-31 22:00:00,112.03,GBP,bank_transfer,failed,,USA,C00318
TXN000744,M0063,2024-01-31 23:00:00,984.6,NGN,crypto,successful,,Germany,C00554
TXN000745,M0028,2024-02-01 0:00:00,700.14,KES,credit_card,successful,,Canada,C00796
TXN000746,M0049,2024-02-01 1:00:00,518.39,GBP,credit_card,successful,,USA,C00605
TXN000747,M0089,2024-02-01 2:00:00,313.78,EUR,credit_card,successful,,Canada,C00569
TXN000748,M0065,2024-02-01 3:00:00,310.41,USD,bank_transfer,successful,,Canada,C00822
TXN000749,M0008,2024-02-01 4:00:00,222.61,USD,credit_card,successful,,Kenya,C00085
TXN000750,M0035,2024-02-01 5:00:00,502.98,NGN,credit_card,successful,,USA,C00825
TXN000751,M0080,2024-02-01 6:00:00,559.17,GBP,crypto,successful,,Germany,C00077
TXN000752,M0072,2024-02-01 7:00:00,456.58,EUR,credit_card,successful,,Canada,C00386
TXN000753,M0048,2024-02-01 8:00:00,413.21,EUR,mobile_money,successful,,UK,C00397
TXN000754,M0025,2024-02-01 9:00:00,893.23,EUR,mobile_money,successful,,Nigeria,C00816
TXN000755,M0065,2024-02-01 10:00:00,635.96,EUR,credit_card,failed,,UK,C00647
TXN000756,M0074,2024-02-01 11:00:00,732.07,USD,bank_transfer,failed,,Kenya,C00865
TXN000757,M0089,2024-02-01 12:00:00,459.99,EUR,crypto,successful,,Canada,C00277
TXN000758,M0057,2024-02-01 13:00:00,306.31,EUR,mobile_money,successful,,Germany,C00001
TXN000759,M0071,2024-02-01 14:00:00,292.62,EUR,credit_card,successful,,Canada,C00115
TXN000760,M0082,2024-02-01 15:00:00,834.89,EUR,crypto,successful,,Kenya,C00826
TXN000761,M0020,2024-02-01 16:00:00,940.25,USD,mobile_money,successful,,Kenya,C00211
TXN000762,M0049,2024-02-01 17:00:00,349.12,EUR,bank_transfer,successful,,Kenya,C00379
TXN000763,M0053,2024-02-01 18:00:00,11.67,EUR,crypto,successful,,Kenya,C00652
TXN000764,M0089,2024-02-01 19:00:00,985.78,KES,credit_card,failed,,Nigeria,C00108
TXN000765,M0080,2024-02-01 20:00:00,419.97,USD,mobile_money,successful,,Canada,C00428
TXN000766,M0057,2024-02-01 21:00:00,808.86,USD,bank_transfer,successful,,USA,C00569
TXN000767,M0053,2024-02-01 22:00:00,910.31,NGN,credit_card,successful,,Nigeria,C00675
TXN000768,M0059,2024-02-01 23:00:00,614.68,NGN,credit_card,successful,,Germany,C00062
TXN000769,M0062,2024-02-02 0:00:00,325.5,KES,crypto,chargeback,,Nigeria,C00801
TXN000770,M0033,2024-02-02 1:00:00,917.8,KES,bank_transfer,successful,,Nigeria,C00812
TXN000771,M0030,2024-02-02 2:00:00,210.37,KES,credit_card,refunded,,Canada,C00845
TXN000772,M0029,2024-02-02 3:00:00,168.66,USD,mobile_money,successful,,Kenya,C00890
TXN000773,M0034,2024-02-02 4:00:00,602.6,NGN,crypto,successful,,Canada,C00793
TXN000774,M0019,2024-02-02 5:00:00,82.67,GBP,bank_transfer,failed,,Germany,C00568
TXN000775,M0046,2024-02-02 6:00:00,179.22,KES,bank_transfer,successful,,UK,C00167
TXN000776,M0048,2024-02-02 7:00:00,382.09,NGN,mobile_money,successful,,Germany,C00112
TXN000777,M0070,2024-02-02 8:00:00,594.95,EUR,credit_card,successful,,Germany,C00972
TXN000778,M0094,2024-02-02 9:00:00,580.68,USD,credit_card,successful,,Germany,C00090
TXN000779,M0092,2024-02-02 10:00:00,984.04,KES,bank_transfer,successful,,Canada,C00579
TXN000780,M0096,2024-02-02 11:00:00,464.24,EUR,bank_transfer,chargeback,,UK,C00425
TXN000781,M0025,2024-02-02 12:00:00,366.83,GBP,bank_transfer,failed,Bank declined,Nigeria,C00750
TXN000782,M0078,2024-02-02 13:00:00,795.65,KES,bank_transfer,successful,,Canada,C00575
TXN000783,M0015,2024-02-02 14:00:00,540.53,EUR,bank_transfer,successful,,UK,C00612
TXN000784,M0026,2024-02-02 15:00:00,299.73,GBP,credit_card,failed,,Germany,C00153
TXN000785,M0038,2024-02-02 16:00:00,545.55,KES,mobile_money,successful,,USA,C00539
TXN000786,M0099,2024-02-02 17:00:00,758.99,USD,mobile_money,successful,,Germany,C00721
TXN000787,M0024,2024-02-02 18:00:00,239.01,KES,credit_card,successful,,Canada,C00703
TXN000788,M0046,2024-02-02 19:00:00,334.85,USD,mobile_money,successful,,Germany,C00178
TXN000789,M0088,2024-02-02 20:00:00,337.38,USD,mobile_money,failed,,Kenya,C00519
TXN000790,M0064,2024-02-02 21:00:00,104.92,KES,bank_transfer,failed,,Canada,C00877
TXN000791,M0047,2024-02-02 22:00:00,897.27,USD,credit_card,successful,,Canada,C00613
TXN000792,M0022,2024-02-02 23:00:00,508.67,NGN,mobile_money,successful,,UK,C00671
TXN000793,M0013,2024-02-03 0:00:00,242.86,KES,credit_card,failed,,Nigeria,C00742
TXN000794,M0006,2024-02-03 1:00:00,722.75,GBP,crypto,successful,,Canada,C00186
TXN000795,M0056,2024-02-03 2:00:00,707.66,GBP,mobile_money,successful,,Germany,C00388
TXN000796,M0056,2024-02-03 3:00:00,325.57,GBP,mobile_money,successful,,Kenya,C00623
TXN000797,M0039,2024-02-03 4:00:00,98.77,KES,credit_card,successful,,Kenya,C00833
TXN000798,M0068,2024-02-03 5:00:00,814.82,GBP,mobile_money,successful,,UK,C00435
TXN000799,M0087,2024-02-03 6:00:00,442.81,GBP,bank_transfer,successful,,Nigeria,C00787
TXN000800,M0063,2024-02-03 7:00:00,499.4,KES,bank_transfer,successful,,Germany,C00201
TXN000801,M0096,2024-02-03 8:00:00,308.5,GBP,mobile_money,successful,,USA,C00539
TXN000802,M0034,2024-02-03 9:00:00,340.27,NGN,bank_transfer,failed,,Kenya,C00720
TXN000803,M0037,2024-02-03 10:00:00,407.45,NGN,mobile_money,successful,,Kenya,C00272
TXN000804,M0007,2024-02-03 11:00:00,840.93,GBP,bank_transfer,successful,,Germany,C00648
TXN000805,M0067,2024-02-03 12:00:00,817.32,GBP,credit_card,successful,,UK,C00752
TXN000806,M0097,2024-02-03 13:00:00,258.52,USD,credit_card,successful,,Germany,C00081
TXN000807,M0013,2024-02-03 14:00:00,482.82,EUR,credit_card,successful,,Kenya,C00781
TXN000808,M0092,2024-02-03 15:00:00,197.52,EUR,bank_transfer,successful,,UK,C00512
TXN000809,M0003,2024-02-03 16:00:00,118.35,EUR,credit_card,successful,,Germany,C00393
TXN000810,M0085,2024-02-03 17:00:00,74.89,GBP,credit_card,successful,,Canada,C00425
TXN000811,M0003,2024-02-03 18:00:00,857.87,NGN,bank_transfer,successful,,USA,C00088
TXN000812,M0100,2024-02-03 19:00:00,383.76,USD,mobile_money,successful,,Kenya,C00961
TXN000813,M0072,2024-02-03 20:00:00,562.48,GBP,credit_card,successful,,Canada,C00686
TXN000814,M0043,2024-02-03 21:00:00,293.94,KES,credit_card,successful,,Canada,C00394
TXN000815,M0011,2024-02-03 22:00:00,769.71,GBP,bank_transfer,successful,,Kenya,C00630
TXN000816,M0086,2024-02-03 23:00:00,100.56,EUR,mobile_money,successful,,USA,C00072
TXN000817,M0016,2024-02-04 0:00:00,761.75,NGN,mobile_money,refunded,,Canada,C00913
TXN000818,M0096,2024-02-04 1:00:00,90.35,NGN,bank_transfer,successful,,UK,C00164
TXN000819,M0078,2024-02-04 2:00:00,847.53,KES,bank_transfer,successful,,Germany,C00604
TXN000820,M0091,2024-02-04 3:00:00,785.8,EUR,mobile_money,successful,,Canada,C00307
TXN000821,M0080,2024-02-04 4:00:00,187.67,KES,credit_card,successful,,Nigeria,C00673
TXN000822,M0046,2024-02-04 5:00:00,481.3,USD,credit_card,successful,,USA,C00924
TXN000823,M0049,2024-02-04 6:00:00,92.14,KES,crypto,successful,,USA,C00720
TXN000824,M0065,2024-02-04 7:00:00,137.42,NGN,mobile_money,successful,,Germany,C00378
TXN000825,M0014,2024-02-04 8:00:00,970.85,EUR,credit_card,successful,,Kenya,C00119
TXN000826,M0061,2024-02-04 9:00:00,822.17,USD,credit_card,failed,,USA,C00571
TXN000827,M0043,2024-02-04 10:00:00,475.99,KES,mobile_money,chargeback,,Germany,C00906
TXN000828,M0009,2024-02-04 11:00:00,534.71,NGN,bank_transfer,successful,,Germany,C00444
TXN000829,M0079,2024-02-04 12:00:00,897.12,GBP,bank_transfer,refunded,,USA,C00546
TXN000830,M0028,2024-02-04 13:00:00,666.29,NGN,mobile_money,successful,,Kenya,C00903
TXN000831,M0027,2024-02-04 14:00:00,448.03,EUR,bank_transfer,successful,,Nigeria,C00690
TXN000832,M0094,2024-02-04 15:00:00,335.82,NGN,credit_card,successful,,Nigeria,C00848
TXN000833,M0050,2024-02-04 16:00:00,453.65,USD,mobile_money,successful,,Kenya,C00341
TXN000834,M0070,2024-02-04 17:00:00,946.7,GBP,mobile_money,successful,,USA,C00805
TXN000835,M0036,2024-02-04 18:00:00,545.6,USD,credit_card,successful,,Nigeria,C00969
TXN000836,M0012,2024-02-04 19:00:00,990.01,KES,mobile_money,successful,,Kenya,C00279
TXN000837,M0025,2024-02-04 20:00:00,910.5,EUR,credit_card,successful,,Canada,C00445
TXN000838,M0027,2024-02-04 21:00:00,973.29,KES,credit_card,successful,,Nigeria,C00708
TXN000839,M0082,2024-02-04 22:00:00,244.07,KES,credit_card,successful,,Canada,C00963
TXN000840,M0035,2024-02-04 23:00:00,227.59,NGN,crypto,successful,,USA,C00512
TXN000841,M0026,2024-02-05 0:00:00,579.96,EUR,mobile_money,refunded,,Canada,C00244
TXN000842,M0015,2024-02-05 1:00:00,902.65,NGN,mobile_money,successful,,Kenya,C00663
TXN000843,M0074,2024-02-05 2:00:00,514.63,NGN,mobile_money,successful,,UK,C00830
TXN000844,M0067,2024-02-05 3:00:00,808.02,NGN,mobile_money,successful,,Kenya,C00095
TXN000845,M0002,2024-02-05 4:00:00,511.22,GBP,crypto,successful,,Kenya,C00174
TXN000846,M0072,2024-02-05 5:00:00,609.13,USD,bank_transfer,chargeback,,Germany,C00274
TXN000847,M0085,2024-02-05 6:00:00,94.9,GBP,credit_card,successful,,USA,C00072
TXN000848,M0084,2024-02-05 7:00:00,663.22,EUR,credit_card,successful,,UK,C00381
TXN000849,M0079,2024-02-05 8:00:00,707.35,NGN,bank_transfer,successful,,Germany,C00084
TXN000850,M0042,2024-02-05 9:00:00,941.57,KES,bank_transfer,failed,,UK,C00532
TXN000851,M0028,2024-02-05 10:00:00,806.38,GBP,bank_transfer,successful,,USA,C00106
TXN000852,M0086,2024-02-05 11:00:00,670.55,USD,credit_card,chargeback,,Nigeria,C00196
TXN000853,M0068,2024-02-05 12:00:00,825.19,EUR,credit_card,successful,,Kenya,C00366
TXN000854,M0087,2024-02-05 13:00:00,931.58,USD,credit_card,successful,,Germany,C00077
TXN000855,M0050,2024-02-05 14:00:00,855.65,NGN,bank_transfer,successful,,Nigeria,C00214
TXN000856,M0090,2024-02-05 15:00:00,334.43,EUR,credit_card,successful,,Canada,C00272
TXN000857,M0025,2024-02-05 16:00:00,910.82,EUR,mobile_money,successful,,USA,C00437
TXN000858,M0019,2024-02-05 17:00:00,537.65,NGN,credit_card,successful,,UK,C00078
TXN000859,M0001,2024-02-05 18:00:00,25.08,EUR,mobile_money,successful,,USA,C00069
TXN000860,M0078,2024-02-05 19:00:00,362.06,EUR,mobile_money,successful,,Kenya,C00935
TXN000861,M0048,2024-02-05 20:00:00,707.81,GBP,bank_transfer,successful,,Canada,C00687
TXN000862,M0057,2024-02-05 21:00:00,997.97,KES,credit_card,chargeback,,USA,C00041
TXN000863,M0097,2024-02-05 22:00:00,669.02,KES,mobile_money,successful,,Nigeria,C00650
TXN000864,M0033,2024-02-05 23:00:00,861.77,EUR,bank_transfer,successful,,Canada,C00628
TXN000865,M0050,2024-02-06 0:00:00,333.22,USD,mobile_money,successful,,USA,C00387
TXN000866,M0027,2024-02-06 1:00:00,18.51,GBP,mobile_money,successful,,Germany,C00031
TXN000867,M0100,2024-02-06 2:00:00,451.69,USD,bank_transfer,successful,,Germany,C00833
TXN000868,M0052,2024-02-06 3:00:00,368.76,GBP,mobile_money,successful,,UK,C00280
TXN000869,M0028,2024-02-06 4:00:00,958.34,USD,crypto,successful,,Germany,C00966
TXN000870,M0087,2024-02-06 5:00:00,554.83,GBP,mobile_money,successful,,Canada,C00489
TXN000871,M0066,2024-02-06 6:00:00,563.31,EUR,crypto,successful,,USA,C00598
TXN000872,M0068,2024-02-06 7:00:00,410.9,USD,credit_card,refunded,Card expired,Canada,C00460
TXN000873,M0065,2024-02-06 8:00:00,912.64,NGN,mobile_money,successful,,Canada,C00279
TXN000874,M0046,2024-02-06 9:00:00,250.35,KES,mobile_money,successful,,Canada,C00697
TXN000875,M0026,2024-02-06 10:00:00,182.85,KES,credit_card,successful,,UK,C00186
TXN000876,M0069,2024-02-06 11:00:00,177.28,NGN,credit_card,successful,,USA,C00244
TXN000877,M0081,2024-02-06 12:00:00,897.72,USD,credit_card,successful,,Nigeria,C00903
TXN000878,M0076,2024-02-06 13:00:00,516.19,EUR,crypto,successful,,Kenya,C00558
TXN000879,M0034,2024-02-06 14:00:00,73.89,NGN,crypto,successful,,Canada,C00342
TXN000880,M0086,2024-02-06 15:00:00,400.01,EUR,bank_transfer,successful,,Canada,C00993
TXN000881,M0088,2024-02-06 16:00:00,964.28,GBP,crypto,successful,,UK,C00777
TXN000882,M0097,2024-02-06 17:00:00,695.13,GBP,crypto,successful,,Kenya,C00298
TXN000883,M0043,2024-02-06 18:00:00,617.09,NGN,mobile_money,successful,,USA,C00697
TXN000884,M0006,2024-02-06 19:00:00,125.3,NGN,bank_transfer,successful,,Canada,C00330
TXN000885,M0048,2024-02-06 20:00:00,641.06,GBP,credit_card,successful,,USA,C00658
TXN000886,M0095,2024-02-06 21:00:00,374.45,GBP,mobile_money,successful,,Nigeria,C00559
TXN000887,M0079,2024-02-06 22:00:00,493.45,KES,bank_transfer,failed,,Nigeria,C00589
TXN000888,M0007,2024-02-06 23:00:00,647.34,NGN,bank_transfer,successful,,USA,C00887
TXN000889,M0015,2024-02-07 0:00:00,346.43,USD,credit_card,failed,,Germany,C00411
TXN000890,M0097,2024-02-07 1:00:00,36.73,USD,credit_card,successful,,Nigeria,C00614
TXN000891,M0094,2024-02-07 2:00:00,740.02,GBP,credit_card,failed,,USA,C00515
TXN000892,M0036,2024-02-07 3:00:00,638.47,KES,mobile_money,successful,,Kenya,C00668
TXN000893,M0013,2024-02-07 4:00:00,102.6,GBP,mobile_money,successful,,Kenya,C00520
TXN000894,M0019,2024-02-07 5:00:00,878.28,NGN,mobile_money,successful,,USA,C00080
TXN000895,M0048,2024-02-07 6:00:00,428.6,KES,mobile_money,successful,,Nigeria,C00902
TXN000896,M0020,2024-02-07 7:00:00,47.81,USD,credit_card,successful,,UK,C00434
TXN000897,M0068,2024-02-07 8:00:00,311.74,USD,mobile_money,successful,,USA,C00873
TXN000898,M0006,2024-02-07 9:00:00,665.82,USD,mobile_money,successful,,Germany,C00899
TXN000899,M0060,2024-02-07 10:00:00,293.09,USD,bank_transfer,successful,,Canada,C00679
TXN000900,M0070,2024-02-07 11:00:00,408.28,KES,mobile_money,successful,,UK,C00698
TXN000901,M0091,2024-02-07 12:00:00,373.14,GBP,bank_transfer,successful,,Germany,C00560
TXN000902,M0019,2024-02-07 13:00:00,737.17,EUR,mobile_money,successful,,UK,C00669
TXN000903,M0088,2024-02-07 14:00:00,285.64,GBP,crypto,successful,,Nigeria,C00420
TXN000904,M0070,2024-02-07 15:00:00,126.94,KES,credit_card,successful,,Kenya,C00307
TXN000905,M0083,2024-02-07 16:00:00,535.97,GBP,crypto,successful,,Canada,C00692
TXN000906,M0071,2024-02-07 17:00:00,450.99,GBP,mobile_money,successful,,UK,C00238
TXN000907,M0091,2024-02-07 18:00:00,994.59,EUR,bank_transfer,successful,,UK,C00193
TXN000908,M0044,2024-02-07 19:00:00,722.18,NGN,mobile_money,successful,,Canada,C00994
TXN000909,M0094,2024-02-07 20:00:00,492.1,GBP,credit_card,successful,,UK,C00003
TXN000910,M0095,2024-02-07 21:00:00,425.32,EUR,credit_card,successful,,Germany,C00119
TXN000911,M0009,2024-02-07 22:00:00,17.5,GBP,mobile_money,successful,,Germany,C00097
TXN000912,M0089,2024-02-07 23:00:00,446.67,NGN,mobile_money,failed,Card expired,UK,C00330
TXN000913,M0067,2024-02-08 0:00:00,478.6,GBP,credit_card,successful,,Canada,C00487
TXN000914,M0016,2024-02-08 1:00:00,615.06,USD,bank_transfer,successful,,USA,C00213
TXN000915,M0030,2024-02-08 2:00:00,155.22,GBP,bank_transfer,refunded,,USA,C00679
TXN000916,M0083,2024-02-08 3:00:00,897.36,GBP,bank_transfer,successful,,UK,C00743
TXN000917,M0081,2024-02-08 4:00:00,185.44,EUR,crypto,successful,,UK,C00663
TXN000918,M0096,2024-02-08 5:00:00,26.75,KES,crypto,successful,,Nigeria,C00174
TXN000919,M0079,2024-02-08 6:00:00,20.12,EUR,bank_transfer,successful,,Germany,C00185
TXN000920,M0071,2024-02-08 7:00:00,361.35,EUR,mobile_money,successful,,UK,C00016
TXN000921,M0021,2024-02-08 8:00:00,26.49,USD,credit_card,successful,,Nigeria,C00842
TXN000922,M0021,2024-02-08 9:00:00,747.02,KES,bank_transfer,successful,,UK,C00365
TXN000923,M0009,2024-02-08 10:00:00,38.77,KES,credit_card,successful,,UK,C00374
TXN000924,M0036,2024-02-08 11:00:00,677.14,EUR,mobile_money,successful,,Kenya,C00974
TXN000925,M0060,2024-02-08 12:00:00,778.36,EUR,credit_card,failed,,Canada,C00141
TXN000926,M0095,2024-02-08 13:00:00,138.6,KES,bank_transfer,refunded,,Canada,C00016
TXN000927,M0028,2024-02-08 14:00:00,662.25,EUR,mobile_money,successful,,Canada,C00726
TXN000928,M0046,2024-02-08 15:00:00,563.19,KES,mobile_money,refunded,,Germany,C00162
TXN000929,M0020,2024-02-08 16:00:00,908.19,NGN,mobile_money,successful,,Canada,C00496
TXN000930,M0093,2024-02-08 17:00:00,891.12,GBP,bank_transfer,refunded,,Canada,C00676
TXN000931,M0044,2024-02-08 18:00:00,491.59,EUR,credit_card,successful,,Canada,C00929
TXN000932,M0072,2024-02-08 19:00:00,214.23,USD,crypto,successful,,UK,C00851
TXN000933,M0004,2024-02-08 20:00:00,124.52,USD,mobile_money,successful,,Nigeria,C00389
TXN000934,M0080,2024-02-08 21:00:00,572.77,KES,crypto,failed,,Germany,C00264
TXN000935,M0022,2024-02-08 22:00:00,620.15,NGN,bank_transfer,successful,,USA,C00053
TXN000936,M0075,2024-02-08 23:00:00,944.66,NGN,crypto,successful,,Canada,C00456
TXN000937,M0071,2024-02-09 0:00:00,975.21,EUR,crypto,successful,,Germany,C00513
TXN000938,M0094,2024-02-09 1:00:00,901.52,KES,bank_transfer,successful,,USA,C00660
TXN000939,M0032,2024-02-09 2:00:00,40.73,GBP,mobile_money,failed,,Canada,C00589
TXN000940,M0099,2024-02-09 3:00:00,267.09,NGN,crypto,successful,,Kenya,C00019
TXN000941,M0041,2024-02-09 4:00:00,412.9,EUR,credit_card,successful,,Nigeria,C00177
TXN000942,M0035,2024-02-09 5:00:00,33.57,NGN,crypto,successful,,USA,C00510
TXN000943,M0061,2024-02-09 6:00:00,535.15,NGN,credit_card,successful,,Germany,C00978
TXN000944,M0091,2024-02-09 7:00:00,635.81,EUR,credit_card,successful,,Canada,C00081
TXN000945,M0042,2024-02-09 8:00:00,930.83,NGN,credit_card,successful,,USA,C00710
TXN000946,M0016,2024-02-09 9:00:00,930.76,USD,crypto,successful,,Germany,C00936
TXN000947,M0063,2024-02-09 10:00:00,48.67,USD,mobile_money,successful,,Nigeria,C00900
TXN000948,M0011,2024-02-09 11:00:00,574.41,GBP,bank_transfer,chargeback,,USA,C00008
TXN000949,M0061,2024-02-09 12:00:00,934.39,KES,bank_transfer,successful,,Canada,C00112
TXN000950,M0052,2024-02-09 13:00:00,800.97,GBP,credit_card,successful,,USA,C00594
TXN000951,M0053,2024-02-09 14:00:00,150.08,GBP,credit_card,successful,,UK,C00257
TXN000952,M0067,2024-02-09 15:00:00,340.16,USD,credit_card,chargeback,,Nigeria,C00685
TXN000953,M0019,2024-02-09 16:00:00,243.6,USD,credit_card,successful,,Nigeria,C00022
TXN000954,M0027,2024-02-09 17:00:00,831.63,GBP,bank_transfer,successful,,Kenya,C00087
TXN000955,M0059,2024-02-09 18:00:00,777.04,NGN,mobile_money,successful,,Nigeria,C00438
TXN000956,M0073,2024-02-09 19:00:00,950.68,NGN,crypto,successful,,USA,C00421
TXN000957,M0054,2024-02-09 20:00:00,419.75,GBP,credit_card,successful,,USA,C00825
TXN000958,M0006,2024-02-09 21:00:00,438.03,GBP,mobile_money,successful,,Nigeria,C00999
TXN000959,M0087,2024-02-09 22:00:00,496.8,NGN,bank_transfer,failed,,Nigeria,C00115
TXN000960,M0072,2024-02-09 23:00:00,423.02,GBP,mobile_money,successful,,Nigeria,C00446
TXN000961,M0091,2024-02-10 0:00:00,510.68,GBP,mobile_money,successful,,Germany,C00143
TXN000962,M0096,2024-02-10 1:00:00,880.41,KES,bank_transfer,successful,,Canada,C00683
TXN000963,M0086,2024-02-10 2:00:00,980.94,NGN,bank_transfer,successful,,Nigeria,C00089
TXN000964,M0010,2024-02-10 3:00:00,417.88,NGN,credit_card,successful,,Canada,C00154
TXN000965,M0055,2024-02-10 4:00:00,947.17,GBP,crypto,successful,,Germany,C00764
TXN000966,M0025,2024-02-10 5:00:00,624.92,USD,crypto,successful,,Germany,C00965
TXN000967,M0092,2024-02-10 6:00:00,15.01,EUR,bank_transfer,successful,,Canada,C00419
TXN000968,M0060,2024-02-10 7:00:00,923.51,KES,crypto,successful,,Germany,C00754
TXN000969,M0046,2024-02-10 8:00:00,535.87,NGN,credit_card,successful,,USA,C00079
TXN000970,M0046,2024-02-10 9:00:00,747.17,GBP,bank_transfer,successful,,USA,C00410
TXN000971,M0042,2024-02-10 10:00:00,179.51,GBP,bank_transfer,successful,,Nigeria,C00106
TXN000972,M0014,2024-02-10 11:00:00,342.04,GBP,mobile_money,successful,,USA,C00874
TXN000973,M0001,2024-02-10 12:00:00,991.78,KES,crypto,successful,,Kenya,C00047
TXN000974,M0073,2024-02-10 13:00:00,823.05,GBP,bank_transfer,failed,,Germany,C00826
TXN000975,M0082,2024-02-10 14:00:00,442.97,KES,crypto,failed,Fraud detected,UK,C00011
TXN000976,M0082,2024-02-10 15:00:00,416.62,GBP,mobile_money,successful,,Canada,C00172
TXN000977,M0028,2024-02-10 16:00:00,576.86,NGN,mobile_money,successful,,Canada,C00309
TXN000978,M0006,2024-02-10 17:00:00,551.57,USD,credit_card,successful,,Canada,C00707
TXN000979,M0055,2024-02-10 18:00:00,641.43,USD,bank_transfer,failed,,Germany,C00260
TXN000980,M0006,2024-02-10 19:00:00,63.25,NGN,bank_transfer,successful,,Kenya,C00247
TXN000981,M0066,2024-02-10 20:00:00,903.88,USD,credit_card,successful,,Canada,C00710
TXN000982,M0076,2024-02-10 21:00:00,642.39,NGN,bank_transfer,failed,,Canada,C00873
TXN000983,M0075,2024-02-10 22:00:00,683.6,KES,bank_transfer,successful,,Kenya,C00840
TXN000984,M0090,2024-02-10 23:00:00,117.55,USD,bank_transfer,successful,,Nigeria,C00431
TXN000985,M0077,2024-02-11 0:00:00,509.29,KES,mobile_money,successful,,Germany,C00082
TXN000986,M0080,2024-02-11 1:00:00,580.85,KES,mobile_money,successful,,Germany,C00514
TXN000987,M0026,2024-02-11 2:00:00,189.76,USD,credit_card,successful,,Nigeria,C00195
TXN000988,M0051,2024-02-11 3:00:00,139.06,NGN,crypto,successful,,UK,C00287
